"REGION","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","DAY","WT06","AGE","SEX","MARST","EDUC","EMPSTAT","MULTJOBS","WHYABSNT","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","SPAGE","SPSEX","SPEDUC","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","DIFFANY","ECPRIOR","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_FOOD","BLS_HHACT","BLS_LEIS","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","RACE4","sp_race4"
"Midwest","$150,000 and over",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Sunday",10937850.655886,60,"Female","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",79,"Male","College degree +","Employed - at work",40,2884.61,"No difficulty","No",0,0,0,0,150,30,310,690,260,0,0,"White","White"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Friday",21633051.024059,73,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",65,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,60,0,245,250,255,630,0,0,0,"Hispanic/Latino","Hispanic/Latino"
"West","$40,000 to $49,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",4985968.551864,65,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",80,2884.61,"Spouse present",64,"Female","Some college","Not employed",NA,NA,"No difficulty","No",0,190,0,0,0,0,270,615,0,0,365,"White","White"
"Midwest","$100,000 to $149,999",4,"Owned by household member","Yes","House, apartment, flat",1,17,3,"Tuesday",38752021.429891,42,"Female","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",50,933.4,"Spouse present",44,"Male","HS diploma, no college","Employed - at work",70,769,"No difficulty","No",0,0,0,0,30,125,0,523,0,0,762,"White","White"
"Midwest","$40,000 to $49,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",10503615.196239,74,"Male","Never married","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,185,366,204,685,0,0,0,"White","Other / Mixed"
"West","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",15769369.119212,59,"Male","Married - spouse present","College degree +","Employed - at work","Yes",NA,"Full time",NA,1538.46,"Spouse present",58,"Female","College degree +","Employed - at work",4,865.38,"No difficulty","No",0,0,0,0,155,25,175,350,120,3,612,"White","White"
"West","$7,500 to $9,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",3659927.236246,73,"Male","Never married","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,15,50,850,460,65,0,0,"White","Other / Mixed"
"South","$100,000 to $149,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Sunday",11696875.696657,26,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,1365.38,"Unmarried partner present",27,"Male","College degree +","Employed - at work",40,865.38,"No difficulty","No",0,0,0,0,205,190,90,570,309,0,0,"White","White"
"Midwest","$100,000 to $149,999",3,"Rented for cash","Yes","House, apartment, flat",1,3,2,"Saturday",6944909.313214,39,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1684.61,"Spouse present",37,"Female","College degree +","Employed - at work",40,1615.38,"No difficulty","No",135,0,0,0,150,0,315,720,120,0,0,"Hispanic/Latino","Hispanic/Latino"
"Midwest","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",5970524.090922,52,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1600,"Spouse present",41,"Male","Some college","Employed - at work",70,1923.07,"No difficulty","No",0,0,0,0,120,195,555,570,0,0,0,"White","White"
"Northeast","$50,000 to $59,999",3,"Owned by household member","Yes","House, apartment, flat",1,1,2,"Thursday",13289937.763514,30,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1298.07,"Spouse present",31,"Male","Some college","Employed - at work",40,2345,"No difficulty","Yes",270,0,0,0,20,110,60,475,0,0,505,"White","White"
"South","$20,000 to $24,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",6095850.974921,76,"Female","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",77,"Male","HS diploma, no college","Retired",NA,NA,"No difficulty","No",0,0,0,0,0,60,0,1035,345,0,0,"White","White"
"South","$150,000 and over",4,"Owned by household member","Yes","House, apartment, flat",2,1,2,"Wednesday",19961914.347986,29,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1923.07,"Spouse present",29,"Male","College degree +","Employed - at work",40,1557.69,"No difficulty","No",180,0,0,0,40,5,200,500,50,0,465,"White","White"
"West","$100,000 to $149,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Saturday",3635013.098046,26,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1577,"Spouse present",25,"Male","College degree +","Employed - at work",40,NA,"No difficulty","No",0,0,0,0,150,60,330,720,0,120,0,"White","White"
"South","$150,000 and over",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",3751039.08426,67,"Female","Divorced","College degree +","Employed - at work","No",NA,"Full time",40,2884.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,195,15,385,605,240,0,0,"White","Other / Mixed"
"Northeast","$7,500 to $9,999",3,"Rented for cash","Yes","House, apartment, flat",2,5,1,"Tuesday",13585783.1582,33,"Female","Never married","HS diploma, no college","Unemployed - looking",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",105,0,0,0,20,330,65,625,65,230,0,"Hispanic/Latino","Other / Mixed"
"West","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",3379818.248976,67,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",67,"Male","College degree +","Not employed",NA,NA,"No difficulty","No",0,41,0,0,168,68,471,600,0,0,0,"White","White"
"South","$20,000 to $24,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",4286494.659094,63,"Female","Widowed","HS diploma, no college","Employed - at work","No",NA,"Part time",25,306.25,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,60,0,400,630,0,0,350,"Hispanic/Latino","Other / Mixed"
"West","$100,000 to $149,999",4,"Owned by household member","Yes","House, apartment, flat",2,5,2,"Saturday",4913379.451307,39,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,2700,"Spouse present",46,"Male","Some college","Employed - at work",40,1411,"No difficulty","Yes",170,0,0,0,83,100,307,720,60,0,0,"White","White"
"Northeast","$100,000 to $149,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Saturday",6888322.564584,70,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",66,"Female","College degree +","Not employed",NA,NA,"No difficulty","Yes",0,0,35,0,140,173,437,600,55,0,0,"White","Hispanic/Latino"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Friday",15149258.401372,47,"Female","Never married","Some college","Employed - absent","No","Family/personal obligation (other)","Full time",40,1000,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",47,0,0,0,40,186,510,492,65,30,0,"White","Other / Mixed"
"Midwest","$20,000 to $24,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Monday",6017601.339379,67,"Male","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,426,1,0,113,0,190,710,0,0,0,"White","Other / Mixed"
"South","$40,000 to $49,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Wednesday",17618525.945799,31,"Male","Never married","Some college","Unemployed - looking",NA,NA,NA,NA,NA,"Unmarried partner present",33,"Male","HS diploma, no college","Employed - at work",40,300,"No difficulty","Yes",0,0,0,0,0,180,240,790,0,0,120,"White","White"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",3453456.120894,85,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",85,"Male","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,0,0,75,450,455,310,0,0,0,"White","White"
"South","$20,000 to $24,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",6976868.686856,79,"Female","Widowed","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,360,0,480,600,0,0,0,"White","Other / Mixed"
"South","$10,000 to $12,499",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",6367458.180642,80,"Male","Widowed","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,25,245,600,570,0,0,0,"White","Other / Mixed"
"Midwest","$25,000 to $29,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",3042597.733926,77,"Female","Never married","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,40,140,575,540,145,0,0,"White","Other / Mixed"
"South","$100,000 to $149,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Saturday",3186603.872059,66,"Female","Widowed","College degree +","Employed - at work","No",NA,"Full time",40,2200,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,20,80,960,260,0,0,120,"White","Other / Mixed"
"West","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",4906556.303146,55,"Male","Married - spouse present","College degree +","Employed - at work","Yes",NA,"Full time",48,1000,"Spouse present",69,"Female","College degree +","Employed - at work",20,100,"No difficulty","No",0,0,0,0,110,60,60,540,260,110,300,"White","Asian"
"West","$30,000 to $34,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Tuesday",11188239.330911,85,"Male","Divorced","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,60,60,480,840,0,0,0,"White","Other / Mixed"
"South","$20,000 to $24,999",4,"Rented for cash","Yes","House, apartment, flat",2,13,2,"Sunday",6999990.783009,46,"Male","Married - spouse present","Less than HS diploma","Employed - at work","Yes",NA,"Part time",28,455,"Spouse present",47,"Female","HS diploma, no college","Not employed",NA,NA,"No difficulty","No",0,0,0,0,180,62,508,475,0,0,215,"Hispanic/Latino","Hispanic/Latino"
"South","$75,000 to $99,999",1,"Owned by household member","No","Mobile home w/ 1+ rooms added",0,NA,1,"Wednesday",14427546.398779,85,"Female","Divorced","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,8,0,165,350,180,657,80,0,0,"White","Other / Mixed"
"West","$40,000 to $49,999",5,"Owned by household member","Yes","House, apartment, flat",3,6,2,"Friday",13391532.572726,41,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Part time",20,314.8,"Spouse present",41,"Male","Some college","Employed - at work",40,1000,"Has difficulty","No",45,50,0,0,10,85,90,407,233,0,520,"White","White"
"South","$30,000 to $34,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2517244.598682,72,"Female","Widowed","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,15,0,35,135,360,770,40,85,0,"White","Other / Mixed"
"West","$100,000 to $149,999",6,"Owned by household member","Yes","House, apartment, flat",1,4,5,"Friday",70979511.756139,39,"Female","Married - spouse present","Less than HS diploma","Employed - at work","No",NA,"Part time",24,271.2,"Spouse present",42,"Male","Less than HS diploma",NA,40,NA,"No difficulty","No",0,0,0,240,30,120,390,660,0,0,0,"Hispanic/Latino","Hispanic/Latino"
"Northeast","$50,000 to $59,999",2,"Rented for cash","Yes","House, apartment, flat",1,15,1,"Sunday",7267903.931203,54,"Female","Divorced","College degree +","Employed - absent","No","Illness/injury/medical","Full time",40,1346.15,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,40,115,580,690,0,0,0,"White","Other / Mixed"
"South","$20,000 to $24,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",5777384.058951,85,"Male","Widowed","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,80,75,715,570,0,0,0,"White","Other / Mixed"
"South","$25,000 to $29,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",10608899.772539,70,"Female","Divorced","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",195,0,25,0,95,450,90,585,0,0,0,"White","Other / Mixed"
"South","$75,000 to $99,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Thursday",39867300.506587,54,"Male","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",40,2884.61,"Spouse present",65,"Female","Some college","Not employed",NA,NA,"No difficulty","No",0,0,0,0,25,0,355,480,0,0,580,"Black/African American","White"
"Midwest","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",3901872.670963,80,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",85,"Female","College degree +","Retired",NA,NA,"Has difficulty","No",0,0,150,0,80,150,585,475,0,0,0,"White","White"
"Midwest","$25,000 to $29,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",6905574.964777,52,"Female","Divorced","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,30,0,204,130,360,476,0,0,240,"White","Other / Mixed"
"Midwest","$15,000 to $19,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Friday",8357048.864288,61,"Male","Never married","HS diploma, no college","Employed - at work","No",NA,"Full time",40,560,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,60,120,60,675,0,0,525,"White","Other / Mixed"
"West","$75,000 to $99,999",3,"Rented for cash","No","House, apartment, flat",0,NA,3,"Monday",27741350.364375,25,"Male","Never married","HS diploma, no college","Employed - at work","No",NA,"Full time",40,1538.46,"Unmarried partner present",22,"Male","HS diploma, no college","Employed - at work",NA,NA,"No difficulty","No",0,0,0,0,35,30,325,620,0,0,430,"Hispanic/Latino","Hispanic/Latino"
"Northeast","$40,000 to $49,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Tuesday",8552541.106667,61,"Male","Divorced","College degree +","Employed - at work","No",NA,"Full time",40,760,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,0,0,70,35,270,530,35,0,481,"White","Other / Mixed"
"West","$60,000 to $74,999",4,"Owned by household member","Yes","House, apartment, flat",2,4,2,"Saturday",4170548.192207,38,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",NA,495,"Spouse present",38,"Male","Some college","Employed - at work",50,1125,"No difficulty","No",0,0,0,0,20,245,515,660,0,0,0,"White","White"
"West","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",12580916.008316,57,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,NA,"Spouse present",59,"Female","Some college","Employed - at work",20,2884.61,"No difficulty","Yes",0,0,0,0,130,0,255,530,0,0,525,"White","White"
"Midwest","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",6735765.102589,43,"Female","Married - spouse present","College degree +","Employed - at work","Yes",NA,"Full time",50,2687.5,"Spouse present",48,"Male","College degree +","Employed - at work",40,2692.3,"No difficulty","No",0,0,0,0,63,317,315,675,70,0,0,"White","White"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Tuesday",7461318.864575,55,"Female","Married - spouse present","Some college","Employed - absent","No","Vacation/personal days","Full time",35,350,"Spouse present",59,"Male","Some college","Employed - at work",40,1243.27,"No difficulty","No",0,0,0,0,15,30,665,730,0,0,0,"White","White"
"Midwest","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",11625599.560738,54,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1538.46,"Spouse present",54,"Female","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,0,0,45,0,345,420,0,0,630,"White","White"
"South","$35,000 to $39,999",2,"Owned by household member","Yes","Mobile home w/o room added",1,6,1,"Sunday",7998344.47952,29,"Female","Never married","Less than HS diploma","Employed - absent","No","Family/personal obligation (other #2)","Full time",NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,40,20,600,710,70,0,0,"Other / Mixed","Other / Mixed"
"South","$40,000 to $49,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",7857455.38246,69,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",62,"Female","Some college","Not employed",NA,NA,"Has difficulty","No",0,0,0,0,55,49,721,615,0,0,0,"White","White"
"South","$30,000 to $34,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",7465103.882581,73,"Male","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",79,"Female","HS diploma, no college","Retired",NA,NA,"No difficulty","No",1350,0,0,0,30,0,0,60,0,0,0,"White","White"
"South","$40,000 to $49,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2983754.886132,78,"Female","Widowed","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","Yes",0,52,0,0,150,10,360,638,80,45,0,"White","Other / Mixed"
"West","$40,000 to $49,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Thursday",11041605.970562,70,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",70,"Male","College degree +","Not employed",NA,NA,"No difficulty","No",0,0,10,0,60,15,695,600,0,0,0,"White","White"
"South","$60,000 to $74,999",5,"Owned by household member","Yes","House, apartment, flat",3,12,2,"Saturday",12717793.686591,34,"Female","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Part time",20,306,"Spouse present",40,"Male","HS diploma, no college","Employed - at work",40,1423,"No difficulty","No",0,0,0,0,90,600,180,570,0,0,0,"White","White"
"West","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Thursday",7553710.295661,65,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",68,"Male","Some college","Retired",NA,NA,"No difficulty","No",0,0,0,0,45,25,840,530,0,0,0,"White","White"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",14873967.529122,55,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",55,1292.3,"Spouse present",56,"Male","College degree +","Employed - at work",40,2307,"No difficulty","No",0,0,0,0,60,180,570,630,0,0,0,"White","White"
"South","$150,000 and over",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",3902117.237784,52,"Male","Divorced","College degree +","Employed - at work","No",NA,"Full time",40,800,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,110,180,370,600,30,0,0,"Black/African American","Other / Mixed"
"Midwest","$100,000 to $149,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",3559147.486483,65,"Male","Never married","Some college","Employed - at work","No",NA,"Full time",60,2628,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,60,0,10,65,360,695,0,250,0,"Black/African American","Other / Mixed"
"South","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",6366333.694106,50,"Male","Divorced","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,10,0,1320,110,0,0,0,"White","Other / Mixed"
"Midwest","$75,000 to $99,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Friday",22385043.040417,33,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,820,"Spouse present",33,"Male","College degree +","Employed - at work",40,2884.61,"No difficulty","No",0,0,0,0,60,257,138,330,0,0,655,"White","White"
"Midwest","$75,000 to $99,999",7,"Owned by household member","Yes","House, apartment, flat",4,6,3,"Wednesday",32377851.28891,32,"Male","Divorced","HS diploma, no college","Employed - at work","No",NA,"Full time",55,1200,"Spouse present",38,"Female","HS diploma, no college",NA,NA,NA,"No difficulty","No",0,0,0,0,40,0,120,615,0,0,665,"White","White"
"West","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",4311253.480009,73,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",68,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,105,260,385,600,50,40,0,"White","White"
"West","$10,000 to $12,499",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",11617592.451363,59,"Female","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",63,"Male","Some college","Not employed",NA,NA,"No difficulty","Yes",0,0,45,0,100,300,260,600,45,0,0,"White","White"
"South","$150,000 and over",5,"Owned by household member","Yes","House, apartment, flat",3,1,2,"Tuesday",12918489.842816,42,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,780.4,"Spouse present",42,"Female","College degree +","Employed - at work",40,1403.84,"No difficulty","No",330,0,0,0,50,0,0,640,0,0,420,"White","White"
"Northeast","$100,000 to $149,999",5,"Owned by household member","Yes","House, apartment, flat",3,12,2,"Saturday",9442740.411789,48,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Part time",33,384.61,"Spouse present",51,"Male","College degree +","Employed - at work",60,2884.61,"No difficulty","No",0,0,0,0,70,320,230,600,180,40,0,"White","White"
"South","$40,000 to $49,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Monday",10335798.575253,80,"Male","Widowed","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,50,105,770,465,50,0,0,"White","Other / Mixed"
"West","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,8,2,"Friday",13846545.867322,39,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",44,"Male","HS diploma, no college","Employed - at work",60,2884.61,"No difficulty","No",135,30,0,0,45,370,220,480,160,0,0,"White","White"
"South","$20,000 to $24,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",6027419.802864,41,"Female","Divorced","HS diploma, no college","Employed - at work","No",NA,"Part time",32,825,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,30,0,20,360,340,690,0,0,0,"White","Other / Mixed"
"West","$35,000 to $39,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Friday",8863620.121463,66,"Male","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",66,"Female","Some college","Retired",NA,NA,"No difficulty","No",0,0,0,0,30,55,875,450,30,0,0,"White","White"
"Northeast","$60,000 to $74,999",4,"Rented for cash","No","House, apartment, flat",0,NA,4,"Saturday",17215504.279892,49,"Male","Married - spouse absent","HS diploma, no college","Employed - at work","No",NA,"Full time",52,926,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,60,60,258,390,27,0,645,"Hispanic/Latino","Other / Mixed"
"South","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Thursday",13138498.828642,80,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",80,"Female","College degree +","Not employed",NA,NA,"Has difficulty","No",0,0,120,0,75,60,555,525,0,30,0,"White","White"
"South","$30,000 to $34,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",4951090.134239,85,"Male","Married - spouse absent","HS diploma, no college","Unemployed - looking",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,385,0,0,195,165,250,300,25,0,0,"White","Other / Mixed"
"Midwest","$60,000 to $74,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2703086.637735,71,"Female","Widowed","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,45,195,720,480,0,0,0,"White","Other / Mixed"
"West","$15,000 to $19,999",5,"Rented for cash","Yes","House, apartment, flat",3,8,2,"Sunday",14197509.140477,40,"Female","Married - spouse present","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",40,"Male","Less than HS diploma","Employed - at work",35,NA,"No difficulty","No",110,0,0,0,100,115,15,800,150,0,0,"Hispanic/Latino","Hispanic/Latino"
"West","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",4470308.874423,68,"Female","Divorced","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,45,20,0,30,30,775,540,0,0,0,"White","Other / Mixed"
"West","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Tuesday",11691796.752617,85,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Part time",6,NA,"Spouse present",85,"Female","College degree +","Retired",NA,NA,"No difficulty","Yes",0,0,45,0,30,60,300,795,0,0,210,"White","White"
"South","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Tuesday",8705517.120409,71,"Female","Divorced","Some college","Employed - at work","No",NA,"Part time",14,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,295,0,15,210,460,460,0,0,0,"White","Other / Mixed"
"South","$50,000 to $59,999",6,"Owned by household member","Yes","House, apartment, flat",1,11,5,"Saturday",26142104.859152,46,"Female","Married - spouse present","Less than HS diploma","Employed - at work","No",NA,"Part time",15,550,"Spouse present",43,"Male","HS diploma, no college","Employed - at work",40,880,"No difficulty","Yes",0,0,10,0,30,180,245,690,275,0,0,"Hispanic/Latino","Hispanic/Latino"
"West","$7,500 to $9,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Monday",4199245.984312,65,"Female","Widowed","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","Yes",0,0,0,0,15,0,0,1425,0,0,0,"Hispanic/Latino","Other / Mixed"
